bioguide_id,Name,first_name,middle_name,last_name,nickname,Chamber,State,District,Party,start_year,end_year,update_date,image_url
S001145,Janice D. Schakowsky,Janice,D.,Schakowsky,,House,Illinois,9,Democratic,1999,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/116_rp_il_9_schakowsky_janice_200.jpg
D000096,Danny K. Davis,Danny,K.,Davis,,House,Illinois,7,Democratic,1997,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/116_rp_il_7_davis_danny_200.jpg
B000490,Sanford D. Bishop,Sanford,D.,Bishop,,House,Georgia,2,Democratic,1993,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/b000490_200.jpg
S001157,David Scott,David,,Scott,,House,Georgia,13,Democratic,2003,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/116_rp_ga_13_scott_david_200.jpg
C001055,Ed Case,Ed,,Case,,House,Hawaii,1,Democratic,2019,,2025-04-28T13:04:18Z,https://www.congress.gov/img/member/c001055_200.jpg
M001238,Sarah McBride,Sarah,,McBride,,House,Delaware,0,Democratic,2025,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/67744b460b34857ecc909143_200.jpg
H001099,Mike Haridopolos,Mike,,Haridopolos,,House,Florida,8,Republican,2025,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/67742ab50b34857ecc9090cb_200.jpg
M001217,Jared Moskowitz,Jared,,Moskowitz,,House,Florida,23,Democratic,2023,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/m001217_200.jpg
M001216,Cory Mills,Cory,,Mills,,House,Florida,7,Republican,2023,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/m001216_200.jpg
L000596,Anna Paulina Luna,Anna,Paulina,Luna,,House,Florida,13,Republican,2023,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/l000596_200.jpg
L000597,Laurel M. Lee,Laurel,M.,Lee,,House,Florida,15,Republican,2023,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/l000597_200.jpg
F000476,Maxwell Frost,Maxwell,,Frost,,House,Florida,10,Democratic,2023,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/f000476_200.jpg
B001314,Aaron Bean,Aaron,,Bean,,House,Florida,4,Republican,2023,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/b001314_200.jpg
C001127,Sheila Cherfilus-McCormick,Sheila,,Cherfilus-McCormick,,House,Florida,20,Democratic,2022,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/c001127_200.jpg
S000168,Maria Elvira Salazar,Maria,Elvira,Salazar,,House,Florida,27,Republican,2021,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/s000168_200.jpg
G000593,Carlos A. Gimenez,Carlos,A.,Gimenez,,House,Florida,28,Republican,2021,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/g000593_200.jpg
F000472,Scott Franklin,Scott,,Franklin,,House,Florida,18,Republican,2021,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/f000472_200.jpg
D000032,Byron Donalds,Byron,,Donalds,,House,Florida,19,Republican,2021,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/d000032_200.jpg
C001039,Kat Cammack,Kat,,Cammack,,House,Florida,3,Republican,2021,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/c001039_200.jpg
S001214,W. Gregory Steube,W.,Gregory,Steube,,House,Florida,17,Republican,2019,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/s001214_200.jpg
M001199,Brian J. Mast,Brian,J.,Mast,,House,Florida,21,Republican,2017,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/116_rp_fl_18_mast_brian_200.jpg
S001200,Darren Soto,Darren,,Soto,,House,Florida,9,Democratic,2017,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/115_rp_fl_9_soto_darren_200.jpg
R000609,John H. Rutherford,John,H.,Rutherford,,House,Florida,5,Republican,2017,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/r000609_200.jpg
D000628,Neal P. Dunn,Neal,P.,Dunn,,House,Florida,2,Republican,2017,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/115_rp_fl_2_dunn_neal_200.jpg
C001103,"Earl L. ""Buddy"" Carter",Earl,L.,Carter,Buddy,House,Georgia,1,Republican,2015,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/c001103_200.jpg
F000462,Lois Frankel,Lois,,Frankel,,House,Florida,22,Democratic,2013,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/f000462_200.jpg
W000808,Frederica S. Wilson,Frederica,S.,Wilson,,House,Florida,24,Democratic,2011,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/w000808_200.jpg
W000806,Daniel Webster,Daniel,,Webster,,House,Florida,11,Republican,2011,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/w000806_200.jpg
B001260,Vern Buchanan,Vern,,Buchanan,,House,Florida,16,Republican,2007,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/b001260_200.jpg
C001066,Kathy Castor,Kathy,,Castor,,House,Florida,14,Democratic,2007,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/c001066_200.jpg
B001257,Gus M. Bilirakis,Gus,M.,Bilirakis,,House,Florida,12,Republican,2007,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/117_rp_fl_12_bilirakis_gus_200.jpg
W000797,Debbie Wasserman Schultz,Debbie,,Wasserman Schultz,,House,Florida,25,Democratic,2005,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/116_rp_fl_23_wassermanschultz_debbie_200.jpg
D000600,Mario Diaz-Balart,Mario,,Diaz-Balart,,House,Florida,26,Republican,2003,,2025-04-28T13:04:17Z,https://www.congress.gov/img/member/116_rp_fl_25_diazbalart_mario_200.jpg
T000491,Derek Tran,Derek,,Tran,,House,California,45,Democratic,2025,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/6774606d0b34857ecc9091a9_200.jpg
M001241,Dave Min,Dave,,Min,,House,California,47,Democratic,2025,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/67744ed90b34857ecc909155_200.jpg
H001100,Jeff Hurd,Jeff,,Hurd,,House,Colorado,3,Republican,2025,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/67742c5e0b34857ecc9090d1_200.jpg
E000300,Gabe Evans,Gabe,,Evans,,House,Colorado,8,Republican,2025,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/677425730b34857ecc909083_200.jpg
C001137,Jeff Crank,Jeff,,Crank,,House,Colorado,5,Republican,2025,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/677424810b34857ecc909071_200.jpg
P000620,Brittany Pettersen,Brittany,,Pettersen,,House,Colorado,7,Democratic,2023,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/p000620_200.jpg
G000598,Robert Garcia,Robert,,Garcia,,House,California,42,Democratic,2023,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/g000598_200.jpg
K000397,Young Kim,Young,,Kim,,House,California,40,Republican,2021,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/k000397_200.jpg
J000305,Sara Jacobs,Sara,,Jacobs,,House,California,51,Democratic,2021,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/j000305_200.jpg
B000825,Lauren Boebert,Lauren,,Boebert,,House,Colorado,4,Republican,2021,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/b000825_200.jpg
H001081,Jahana Hayes,Jahana,,Hayes,,House,Connecticut,5,Democratic,2019,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/h001081_200.jpg
C001121,Jason Crow,Jason,,Crow,,House,Colorado,6,Democratic,2019,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/c001121_200.jpg
N000191,Joe Neguse,Joe,,Neguse,,House,Colorado,2,Democratic,2019,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/n000191_200.jpg
L000593,Mike Levin,Mike,,Levin,,House,California,49,Democratic,2019,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/l000593_200.jpg
C001110,J. Luis Correa,J.,Luis,Correa,,House,California,46,Democratic,2017,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/115_rp_ca_46_correa_j_200.jpg
B001300,Nanette Diaz Barragán,Nanette,Diaz,Barragán,,House,California,44,Democratic,2017,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/b001300_200.jpg
P000608,Scott H. Peters,Scott,H.,Peters,,House,California,50,Democratic,2013,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/p000608_200.jpg
V000130,Juan Vargas,Juan,,Vargas,,House,California,52,Democratic,2013,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/v000130_200.jpg
T000472,Mark Takano,Mark,,Takano,,House,California,39,Democratic,2013,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/t000472_200.jpg
C001069,Joe Courtney,Joe,,Courtney,,House,Connecticut,2,Democratic,2007,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/c001069_200.jpg
H001047,James A. Himes,James,A.,Himes,,House,Connecticut,4,Democratic,2009,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/h001047_200.jpg
L000557,John B. Larson,John,B.,Larson,,House,Connecticut,1,Democratic,1999,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/l000557_200.jpg
D000197,Diana DeGette,Diana,,DeGette,,House,Colorado,1,Democratic,1997,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/116_rp_co_1_degette_diana_200.jpg
W000187,Maxine Waters,Maxine,,Waters,,House,California,43,Democratic,1991,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/w000187_200.jpg
I000056,Darrell Issa,Darrell,,Issa,,House,California,48,Republican,2021,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/i000056_200.jpg
C000059,Ken Calvert,Ken,,Calvert,,House,California,41,Republican,1993,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/c000059_200.jpg
D000216,Rosa L. DeLauro,Rosa,L.,DeLauro,,House,Connecticut,3,Democratic,1991,,2025-04-28T13:04:16Z,https://www.congress.gov/img/member/116_rp_ct_3_delauro_rosa_200.jpg
W000830,George Whitesides,George,,Whitesides,,House,California,27,Democratic,2025,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/677461d40b34857ecc9091bb_200.jpg
R000620,Luz M. Rivas,Luz,M.,Rivas,,House,California,29,Democratic,2025,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/67745d860b34857ecc90916d_200.jpg
L000607,Sam T. Liccardo,Sam,T.,Liccardo,,House,California,16,Democratic,2025,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/6774305d0b34857ecc90910d_200.jpg
G000605,Adam Gray,Adam,,Gray,,House,California,13,Democratic,2025,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/67742a160b34857ecc9090bf_200.jpg
F000483,Laura Friedman,Laura,,Friedman,,House,California,30,Democratic,2025,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/677427070b34857ecc9090a1_200.jpg
F000480,Vince Fong,Vince,,Fong,,House,California,20,Republican,2024,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/669ff04f5d19788d1f2034aa_200.jpg
M001225,Kevin Mullin,Kevin,,Mullin,,House,California,15,Democratic,2023,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/m001225_200.jpg
K000400,Sydney Kamlager-Dove,Sydney,,Kamlager-Dove,,House,California,37,Democratic,2023,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/k000400_200.jpg
O000019,Jay Obernolte,Jay,,Obernolte,,House,California,23,Republican,2021,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/o000019_200.jpg
C001123,Gilbert Ray Cisneros,Gilbert,Ray,Cisneros,,House,California,31,Democratic,2025,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/6807d8d63e52ea7df920ef05_200.jpg
G000585,Jimmy Gomez,Jimmy,,Gomez,,House,California,34,Democratic,2017,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/115_rp_ca_34_gomez_jimmy_200.jpg
C001112,Salud O. Carbajal,Salud,O.,Carbajal,,House,California,24,Democratic,2017,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/115_rp_ca_24_carbajal_salud_200.jpg
P000613,Jimmy Panetta,Jimmy,,Panetta,,House,California,19,Democratic,2017,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/116_rp_ca_20_panetta_jimmy_200.jpg
K000389,Ro Khanna,Ro,,Khanna,,House,California,17,Democratic,2017,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/k000389_200.jpg
T000474,Norma J. Torres,Norma,J.,Torres,,House,California,35,Democratic,2015,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/t000474_200.jpg
L000582,Ted Lieu,Ted,,Lieu,,House,California,36,Democratic,2015,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/l000582_200.jpg
A000371,Pete Aguilar,Pete,,Aguilar,,House,California,33,Democratic,2015,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/a000371_200.jpg
R000599,Raul Ruiz,Raul,,Ruiz,,House,California,25,Democratic,2013,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/66e1aec832c796cea99fe06f_200.jpg
B001285,Julia Brownley,Julia,,Brownley,,House,California,26,Democratic,2013,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/68000188f22eaf56065817e8_200.jpg
V000129,David G. Valadao,David,G.,Valadao,,House,California,22,Republican,2021,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/v000129_200.jpg
S001193,Eric Swalwell,Eric,,Swalwell,,House,California,14,Democratic,2013,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/s001193_200.jpg
C001080,Judy Chu,Judy,,Chu,,House,California,28,Democratic,2009,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/c001080_200.jpg
S000344,Brad Sherman,Brad,,Sherman,,House,California,32,Democratic,1997,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/s000344_200.jpg
C001059,Jim Costa,Jim,,Costa,,House,California,21,Democratic,2005,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/116_rp_ca_16_costa_jim_200.jpg
S001156,Linda T. Sánchez,Linda,T.,Sánchez,,House,California,38,Democratic,2003,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/116_rp_ca_38_snchez_linda_200.jpg
L000397,Zoe Lofgren,Zoe,,Lofgren,,House,California,18,Democratic,1995,,2025-04-28T13:04:15Z,https://www.congress.gov/img/member/671024d7ec807bca66057fcb_200.jpg
S001231,Lateefah Simon,Lateefah,,Simon,,House,California,12,Democratic,2025,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/67745f940b34857ecc909197_200.jpg
H001098,Abraham J. Hamadeh,Abraham,J.,Hamadeh,,House,Arizona,8,Republican,2025,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/67742a6f0b34857ecc9090c5_200.jpg
A000381,Yassamin Ansari,Yassamin,,Ansari,,House,Arizona,3,Democratic,2025,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/67741fc30b34857ecc90902e_200.jpg
S001220,Dale W. Strong,Dale,W.,Strong,,House,Alabama,5,Republican,2023,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/s001220_200.jpg
K000401,Kevin Kiley,Kevin,,Kiley,,House,California,3,Republican,2023,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/k000401_200.jpg
C001132,Elijah Crane,Elijah,,Crane,,House,Arizona,2,Republican,2023,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/c001132_200.jpg
C001133,Juan Ciscomani,Juan,,Ciscomani,,House,Arizona,6,Republican,2023,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/c001133_200.jpg
H001090,Josh Harder,Josh,,Harder,,House,California,9,Democratic,2019,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/h001090_200.jpg
S001211,Greg Stanton,Greg,,Stanton,,House,Arizona,4,Democratic,2019,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/s001211_200.jpg
B001302,Andy Biggs,Andy,,Biggs,,House,Arizona,5,Republican,2017,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/b001302_200.jpg
D000623,Mark DeSaulnier,Mark,,DeSaulnier,,House,California,10,Democratic,2015,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/115_rp_ca_11_desaulnier_mark_200.jpg
W000821,Bruce Westerman,Bruce,,Westerman,,House,Arkansas,4,Republican,2015,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/w000821_200.jpg
H001072,J. French Hill,J.,French,Hill,,House,Arkansas,2,Republican,2015,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/h001072_200.jpg
P000609,Gary J. Palmer,Gary,J.,Palmer,,House,Alabama,6,Republican,2015,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/p000609_200.jpg
B001287,Ami Bera,Ami,,Bera,,House,California,6,Democratic,2013,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/b001287_200.jpg
H001068,Jared Huffman,Jared,,Huffman,,House,California,2,Democratic,2013,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/h001068_200.jpg
L000578,Doug LaMalfa,Doug,,LaMalfa,,House,California,1,Republican,2013,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/l000578_200.jpg
G000559,John Garamendi,John,,Garamendi,,House,California,8,Democratic,2009,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/g000559_200.jpg
S001183,David Schweikert,David,,Schweikert,,House,Arizona,1,Republican,2011,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/s001183_200.jpg
G000565,Paul A. Gosar,Paul,A.,Gosar,,House,Arizona,9,Republican,2011,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/g000565_200.jpg
W000809,Steve Womack,Steve,,Womack,,House,Arkansas,3,Republican,2011,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/117_rp_ar_3_womack_steve_200.jpg
C001087,"Eric A. ""Rick"" Crawford",Eric,A.,Crawford,Rick,House,Arkansas,1,Republican,2011,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/c001087_200.jpg
S001185,Terri A. Sewell,Terri,A.,Sewell,,House,Alabama,7,Democratic,2011,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/s001185_200.jpg
M001177,Tom McClintock,Tom,,McClintock,,House,California,5,Republican,2009,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/m001177_200.jpg
M001163,Doris O. Matsui,Doris,O.,Matsui,,House,California,7,Democratic,2005,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/m001163_200.jpg
P000197,Nancy Pelosi,Nancy,,Pelosi,,House,California,11,Democratic,1987,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/p000197_200.jpg
T000460,Mike Thompson,Mike,,Thompson,,House,California,4,Democratic,1999,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/116_rp_ca_5_thompson_mike_200.jpg
A000055,Robert B. Aderholt,Robert,B.,Aderholt,,House,Alabama,4,Republican,1997,,2025-04-28T13:04:14Z,https://www.congress.gov/img/member/a000055_200.jpg
F000481,Shomari Figures,Shomari,,Figures,,House,Alabama,2,Democratic,2025,,2025-04-28T13:04:13Z,https://www.congress.gov/img/member/68013eaa4e51529406f18e42_200.jpg
B001323,Nicholas J. Begich,Nicholas,J.,Begich,,House,Alaska,0,Republican,2025,,2025-04-28T13:04:13Z,https://www.congress.gov/img/member/6774217e0b34857ecc909040_200.jpg
M001212,Barry Moore,Barry,,Moore,,House,Alabama,1,Republican,2021,,2025-04-28T13:04:13Z,https://www.congress.gov/img/member/m001212_200.jpg
R000575,Mike D. Rogers,Mike,D.,Rogers,,House,Alabama,3,Republican,2003,,2025-04-28T13:04:13Z,https://www.congress.gov/img/member/116_rp_al_3_rogers_mike_200.jpg
C001114,John R. Curtis,John,R.,Curtis,,Senate,Utah,,Republican,2025,,2025-04-26T12:42:15Z,https://www.congress.gov/img/member/1b9d1007d6895a37da28a67cd8149803_200.jpg
H001104,Jon Husted,Jon,,Husted,,Senate,Ohio,,Republican,2025,,2025-04-19T12:42:19Z,https://www.congress.gov/img/member/67f0316b1b05a5a598f7fdf3_200.jpg
S001227,Eric Schmitt,Eric,,Schmitt,,Senate,Missouri,,Republican,2023,,2025-04-09T12:42:30Z,https://www.congress.gov/img/member/b66a0806e77f63e862391b15a0b1f753_200.jpg
A000382,Angela D. Alsobrooks,Angela,D.,Alsobrooks,,Senate,Maryland,,Democratic,2025,,2025-04-05T12:42:12Z,https://www.congress.gov/img/member/67acdbbf044eb506e25958f2_200.jpg
B001319,Katie Boyd Britt,Katie,Boyd,Britt,,Senate,Alabama,,Republican,2023,,2025-04-02T12:42:21Z,https://www.congress.gov/img/member/b001319_200.jpg
B001305,Ted Budd,Ted,,Budd,,Senate,North Carolina,,Republican,2023,,2025-03-28T12:42:16Z,https://www.congress.gov/img/member/b001305_200.jpg
S001208,Elissa Slotkin,Elissa,,Slotkin,,Senate,Michigan,,Democratic,2025,,2025-03-27T12:42:29Z,https://www.congress.gov/img/member/s001208_200.jpg
K000394,Andy Kim,Andy,,Kim,,Senate,New Jersey,,Democratic,2024,,2025-03-27T12:42:23Z,https://www.congress.gov/img/member/677d84cbfdb6cf36bbb649a1_200.jpg
M001243,David McCormick,David,,McCormick,,Senate,Pennsylvania,,Republican,2025,,2025-03-22T12:42:26Z,https://www.congress.gov/img/member/677d85e0fdb6cf36bbb649aa_200.jpg
B001299,Jim Banks,Jim,,Banks,,Senate,Indiana,,Republican,2025,,2025-03-12T12:42:11Z,https://www.congress.gov/img/member/677d83cbfdb6cf36bbb64998_200.jpg
Y000064,Todd Young,Todd,,Young,,Senate,Indiana,,Republican,2017,,2025-03-09T12:42:30Z,https://www.congress.gov/img/member/y000064_200.jpg
W000779,Ron Wyden,Ron,,Wyden,,Senate,Oregon,,Democratic,1996,,2025-03-09T12:42:30Z,https://www.congress.gov/img/member/w000779_200.jpg
W000790,Raphael G. Warnock,Raphael,G.,Warnock,,Senate,Georgia,,Democratic,2021,,2025-03-09T12:42:29Z,https://www.congress.gov/img/member/w000790_200.jpg
W000817,Elizabeth Warren,Elizabeth,,Warren,,Senate,Massachusetts,,Democratic,2013,,2025-03-09T12:42:29Z,https://www.congress.gov/img/member/w000817_200.jpg
W000802,Sheldon Whitehouse,Sheldon,,Whitehouse,,Senate,Rhode Island,,Democratic,2007,,2025-03-09T12:42:29Z,https://www.congress.gov/img/member/w000802_200.jpg
W000805,Mark R. Warner,Mark,R.,Warner,,Senate,Virginia,,Democratic,2009,,2025-03-09T12:42:29Z,https://www.congress.gov/img/member/w000805_200.jpg
W000437,Roger F. Wicker,Roger,F.,Wicker,,Senate,Mississippi,,Republican,2007,,2025-03-09T12:42:29Z,https://www.congress.gov/img/member/f49ac425119375e9fe6a075762734079_200.jpg
V000128,Chris Van Hollen,Chris,,Van Hollen,,Senate,Maryland,,Democratic,2017,,2025-03-09T12:42:29Z,https://www.congress.gov/img/member/v000128_200.jpg
T000278,Tommy Tuberville,Tommy,,Tuberville,,Senate,Alabama,,Republican,2021,,2025-03-09T12:42:28Z,https://www.congress.gov/img/member/t000278_200.jpg
S001203,Tina Smith,Tina,,Smith,,Senate,Minnesota,,Democratic,2018,,2025-03-09T12:42:28Z,https://www.congress.gov/img/member/s001203_200.jpg
T000476,Thomas Tillis,Thomas,,Tillis,,Senate,North Carolina,,Republican,2015,,2025-03-09T12:42:28Z,https://www.congress.gov/img/member/t000476_200.jpg
S001198,Dan Sullivan,Dan,,Sullivan,,Senate,Alaska,,Republican,2015,,2025-03-09T12:42:28Z,https://www.congress.gov/img/member/s001198_200.jpg
T000250,John Thune,John,,Thune,,Senate,South Dakota,,Republican,2005,,2025-03-09T12:42:28Z,https://www.congress.gov/img/member/t000250_200.jpg
S001217,Rick Scott,Rick,,Scott,,Senate,Florida,,Republican,2019,,2025-03-09T12:42:27Z,https://www.congress.gov/img/member/s001217_200.jpg
S001181,Jeanne Shaheen,Jeanne,,Shaheen,,Senate,New Hampshire,,Democratic,2009,,2025-03-09T12:42:27Z,https://www.congress.gov/img/member/s001181_200.jpg
R000605,Mike Rounds,Mike,,Rounds,,Senate,South Dakota,,Republican,2015,,2025-03-09T12:42:26Z,https://www.congress.gov/img/member/r000605_200.jpg
S001194,Brian Schatz,Brian,,Schatz,,Senate,Hawaii,,Democratic,2012,,2025-03-09T12:42:26Z,https://www.congress.gov/img/member/s001194_200.jpg
S001184,Tim Scott,Tim,,Scott,,Senate,South Carolina,,Republican,2013,,2025-03-09T12:42:26Z,https://www.congress.gov/img/member/s001184_200.jpg
S000148,Charles E. Schumer,Charles,E.,Schumer,,Senate,New York,,Democratic,1999,,2025-03-09T12:42:26Z,https://www.congress.gov/img/member/s000148_200.jpg
S000033,Bernard Sanders,Bernard,,Sanders,,Senate,Vermont,,Independent,2007,,2025-03-09T12:42:26Z,https://www.congress.gov/img/member/s000033_200.jpg
S001150,Adam B. Schiff,Adam,B.,Schiff,,Senate,California,,Democratic,2024,,2025-03-09T12:42:26Z,https://www.congress.gov/img/member/677d870dfdb6cf36bbb649b3_200.jpg
R000618,Pete Ricketts,Pete,,Ricketts,,Senate,Nebraska,,Republican,2023,,2025-03-09T12:42:25Z,https://www.congress.gov/img/member/r000618_200.jpg
R000608,Jacky Rosen,Jacky,,Rosen,,Senate,Nevada,,Democratic,2019,,2025-03-09T12:42:25Z,https://www.congress.gov/img/member/r000608_200.jpg
P000595,Gary C. Peters,Gary,C.,Peters,,Senate,Michigan,,Democratic,2015,,2025-03-09T12:42:25Z,https://www.congress.gov/img/member/p000595_200.jpg
R000584,James E. Risch,James,E.,Risch,,Senate,Idaho,,Republican,2009,,2025-03-09T12:42:25Z,https://www.congress.gov/img/member/r000584_200.jpg
R000122,Jack Reed,Jack,,Reed,,Senate,Rhode Island,,Democratic,1997,,2025-03-09T12:42:25Z,https://www.congress.gov/img/member/r000122_200.jpg
P000145,Alex Padilla,Alex,,Padilla,,Senate,California,,Democratic,2021,,2025-03-09T12:42:24Z,https://www.congress.gov/img/member/p000145_200.jpg
O000174,Jon Ossoff,Jon,,Ossoff,,Senate,Georgia,,Democratic,2021,,2025-03-09T12:42:24Z,https://www.congress.gov/img/member/o000174_200.jpg
P000603,Rand Paul,Rand,,Paul,,Senate,Kentucky,,Republican,2011,,2025-03-09T12:42:24Z,https://www.congress.gov/img/member/p000603_200.jpg
M001111,Patty Murray,Patty,,Murray,,Senate,Washington,,Democratic,1993,,2025-03-09T12:42:24Z,https://www.congress.gov/img/member/1b52ad6d215684d847d1c2bf28b9b262_200.jpg
M001190,Markwayne Mullin,Markwayne,,Mullin,,Senate,Oklahoma,,Republican,2023,,2025-03-09T12:42:23Z,https://www.congress.gov/img/member/m001190_200.jpg
M001169,Christopher Murphy,Christopher,,Murphy,,Senate,Connecticut,,Democratic,2013,,2025-03-09T12:42:23Z,https://www.congress.gov/img/member/m001169_200.jpg
M000934,Jerry Moran,Jerry,,Moran,,Senate,Kansas,,Republican,2011,,2025-03-09T12:42:23Z,https://www.congress.gov/img/member/m000934_200.jpg
M001153,Lisa Murkowski,Lisa,,Murkowski,,Senate,Alaska,,Republican,2002,,2025-03-09T12:42:23Z,https://www.congress.gov/img/member/m001153_200.jpg
M001198,Roger Marshall,Roger,,Marshall,,Senate,Kansas,,Republican,2021,,2025-03-09T12:42:22Z,https://www.congress.gov/img/member/m001198_200.jpg
L000571,Cynthia M. Lummis,Cynthia,M.,Lummis,,Senate,Wyoming,,Republican,2021,,2025-03-09T12:42:22Z,https://www.congress.gov/img/member/l000571_200.jpg
